mid,用户名,发文时间,内容,转发数,评论数,点赞数
4489242765714756#,专注数据的小透明,2020-04-02,"
@王凯kkw //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4489242577699052#,欢颜_10157,2020-04-02,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4489241545734349#,扁舟一叶一叶知秋,2020-04-02,"
@王凯kkw 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4489241523934632#,用户7354315208,2020-04-02,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , ,
4489241004627360#,李现的蜻蜓,2020-04-02,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战                ", , ,
4489240618973870#,跟随现当刚粉,2020-04-02,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战，希望你们可以早日回到温暖的家中，也感谢其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4489240199369606#,木马唔,2020-04-02,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , ,
4489239540573364#,打死也要给王凯做数据,2020-04-02,"
@王凯kkw //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4489237933725262#,夏远队长,2020-04-02,"
#王凯清平乐# #电视剧清平乐# //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4489237607441251#,笨笨家的小方,2020-04-02,"
感谢有你 @王凯kkw //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4489236604128640#,chen-lx1019,2020-04-02,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4489235870940486#,请继续优雅地走下去,2020-04-02,"
@王凯kkw //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4489234561884941#,薛晓艺-,2020-04-02,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你#希望你们可以早日回到温暖的的身边。也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4489233940815710#,雯雯很胖,2020-04-02,"
                    转发微博//@我就是李奇呀:#感谢 有你#疫情当前，大家的心紧紧相连。感谢医护人员在自己的岗位上默默守护，感谢交通协管员24h守护城市的安全！点击链接O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢！                ", , ,
4489231961841845#,朵朵vbr,2020-04-02,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4489231894222013#,芬芳葬于冬尽处13,2020-04-02,"
@李现ing 我们一起拿下 #明星势力榜# //@李现ing:#感谢 有你# 感谢所有医务人员的一线奋战，希望你们早日回到温暖的家中，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4489229389946623#,撸一把kk头毛就跑,2020-04-02,"
@王凯kkw //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4489228904078646#,欣然之一,2020-04-02,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4489228140731229#,苦乐同行,2020-04-02,"
#电视剧清平乐# #王凯清平乐#  #王凯夏远# #王凯猎狐#//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4489227973093266#,苦乐同行,2020-04-02,"
#王凯夏远# #电视剧猎狐# #王凯猎狐#//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4489227905591575#,苦乐同行,2020-04-02,"
#电视剧清平乐# #王凯清平乐# #王凯宋仁宗# //@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4489227322713558#,樱桃之恋lover,2020-04-02,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4489227317822161#,李晛晛晛ing,2020-04-02,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4489226030755557#,muma爱自己,2020-04-02,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4489225447693888#,君温柔似水,2020-04-02,"
感谢有你！致敬英雄！//@王凯kkw:#感谢 有你# 感谢所有奋战在一线的工作人员，有了你们的舍己逆行，才有了我们的平安，向你们致敬。谢谢你们的坚守和奉献。点击链接 O网页链接 看更多感人的故事，我们和@活力伊利 一起说出对所有抗疫英雄们的感谢。                ", , ,
4489225246832697#,往后余生现定你,2020-04-02,"
感谢有你们，感谢所有一线英雄们�谢谢你们的付出和守护～早日归来，感恩有你//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对抗疫英雄的感谢。                ", , ,
4489224407757099#,往后余生现定你,2020-04-02,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战，希望你们可以早日回到温暖的家中。点击链接O网页链接看更多感人的故事                ", , ,
4489223040328752#,消逝的鱼鱼,2020-04-02,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
4489222939248842#,用户7279659050,2020-04-02,"
#感谢 有你#这里有抗疫英雄的感人故事。伊利集团再捐1.8亿，感谢全国所有援鄂医疗队员；感谢钟南山、李兰娟、程京等科研团队并支持他们继续科研攻坚；感谢一线医护人员；感谢支持抗疫的各界人士！@活力伊利 联合@新华网 发起#感谢 有你#活动O网页链接，和伊利一起说出你的感谢！ ​                ", , ,
4489222385888165#,shirley151NJ,2020-04-02,"
@李现ing 我永远支持你！我们一起拿下 #明星势力榜# 第一名！//@李现ing:#感谢 有你# 感谢所有医务人员两个多月的一线奋战，也感谢值班民警、环卫工人、新建医院的建筑工人等其他一线英雄们，让我们和@活力伊利 @新华网 一起说出对所有抗疫英雄们的感谢。点击链接O网页链接看更多感人的故事                ", , ,
